"domain","division","category","brand","name","price","score","reviewCnt","image","link","weight","unit"
과일,사과/배,사과,파머스픽,당도선별사과 5~6입/봉 (1.3kg내외),14900,4.6,23025,https://sitem.ssgcdn.com/95/82/00/item/1000263008295_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000263008295&siteNo=6001&salestrNo=2037,1300,g
과일,사과/배,사과,없음,[당도선별] 유명산지 청송 사과 (1.5kg),20900,4.7,149012,https://sitem.ssgcdn.com/66/34/28/item/1000633283466_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000633283466&siteNo=7009&salestrNo=2551,1500,g
과일,사과/배,사과,없음,I`mperfect 당도선별 못난이 사과 2kg (봉),18990,4.6,16946,https://sitem.ssgcdn.com/52/37/28/item/1000633283752_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000633283752&siteNo=7009&salestrNo=2551,2000,g
과일,사과/배,사과,없음,[당도선별] 사과 1.2kg(봉),14980,4.5,3046,https://sitem.ssgcdn.com/20/37/28/item/1000633283720_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000633283720&siteNo=7009&salestrNo=2551,1200,g
과일,사과/배,사과,없음,미니 사과 (1.5kg내외),19800,4.5,825,https://sitem.ssgcdn.com/15/88/83/item/1000567838815_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000567838815&siteNo=6001&salestrNo=2037,1500,g
과일,사과/배,배,자연주의,저탄소인증 마음이 예쁜 작은 배 4~5입/봉 (1.5kg내외),12900,3.0,4,https://sitem.ssgcdn.com/45/39/47/item/1000684473945_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000684473945&siteNo=6001&salestrNo=2037,1500,g
과일,사과/배,배,없음,청년이 담은 배 3kg/박스,25900,4.5,4198,https://sitem.ssgcdn.com/20/43/26/item/1000304264320_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000304264320&siteNo=6001&salestrNo=2037,3000,g
과일,사과/배,배,없음,I`mperfect 당도선별 못난이배 3~4입 2kg (봉),21980,4.5,20204,https://sitem.ssgcdn.com/71/04/25/item/1000633250471_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000633250471&siteNo=7009&salestrNo=2551,2000,g
과일,사과/배,배,파머스픽,신고배 2입/봉 (1.2kg),16500,4.7,1737,https://sitem.ssgcdn.com/37/23/06/item/1000262062337_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000262062337&siteNo=7009&salestrNo=2551,1200,g
과일,사과/배,배,없음,저탄소 배 2입/팩 (1.2kg),19800,4.6,92,https://sitem.ssgcdn.com/71/73/27/item/1000631277371_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000631277371&siteNo=7009&salestrNo=2551,1200,g
과일,감귤/만감류,감귤,없음,저탄소 제주 천혜향 1kg/봉 (5~6입),19800,4.7,25,https://sitem.ssgcdn.com/15/41/20/item/1000646204115_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000646204115&siteNo=7009&salestrNo=2551,1000,g
과일,감귤/만감류,감귤,우체국쇼핑,[재일영농] 프리미엄 천하일품 산지직송 제주 제철 감귤 2kg,18900,0.0,0,https://sitem.ssgcdn.com/02/09/93/item/1000679930902_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000679930902&siteNo=6001&salestrNo=6005,2000,g
과일,감귤/만감류,감귤,제주푸드마씸,조은돌담 제주 카라향 4.5kg (중대과 18-30과 실중량),37500,0.0,0,https://sitem.ssgcdn.com/64/90/49/item/1000684499064_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000684499064&siteNo=6001&salestrNo=6005,4500,g
과일,감귤/만감류,감귤,없음,[제철식품] 캘리포니아산 블랙라벨 오렌지 10kg (최대 80과),39900,5.0,2,https://sitem.ssgcdn.com/68/13/09/item/1000645091368_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000645091368&siteNo=6001&salestrNo=6005,10000,g
과일,감귤/만감류,감귤,없음,[제주산지직송] 못난이 카라향 혼합과 5kg,29900,0.0,0,https://sitem.ssgcdn.com/12/24/48/item/1000684482412_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000684482412&siteNo=6001&salestrNo=6005,5000,g
과일,감귤/만감류,천혜향,없음,중문 달콤 천혜향 (17~25입 2.5kg),29900,4.4,129,https://sitem.ssgcdn.com/28/42/82/item/1000680824228_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000680824228&siteNo=7009&salestrNo=2551,2500,g
과일,감귤/만감류,한라봉,없음,서귀포 한라봉 1.8kg (박스),29900,4.6,5120,https://sitem.ssgcdn.com/99/86/24/item/1000633248699_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000633248699&siteNo=7009&salestrNo=2551,1800,g
과일,감귤/만감류,한라봉,없음,중문 한라봉 1.8kg (5-8입),29900,4.6,918,https://sitem.ssgcdn.com/52/64/88/item/1000647886452_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000647886452&siteNo=7009&salestrNo=2551,1800,g
과일,감귤/만감류,천혜향,없음,[당도선별] 서귀포 천혜향 1.8kg (박스),29900,4.7,5055,https://sitem.ssgcdn.com/93/86/24/item/1000633248693_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000633248693&siteNo=7009&salestrNo=2551,1800,g
과일,감귤/만감류,카라향,파머스픽,카라향 1.3kg/팩,11900,4.7,4,https://sitem.ssgcdn.com/77/23/55/item/1000683552377_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000683552377&siteNo=6001&salestrNo=2037,1300,g
과일,수박/멜론/참외/토마토,수박,없음,하우스 봄 수박 (5kg미만),34900,4.4,172,https://sitem.ssgcdn.com/81/36/28/item/1000633283681_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000633283681&siteNo=7009&salestrNo=2551,5000,g
과일,수박/멜론/참외/토마토,수박,자연맛남,국내산 고당도 수박 6-7kg (안전포장),26900,0.0,0,https://sitem.ssgcdn.com/42/59/91/item/1000673915942_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000673915942&siteNo=6001&salestrNo=6005,7000,g
과일,수박/멜론/참외/토마토,수박,농부들의수확,[파손방지 에어포장]당도선별 국내산 고당도 정품 수박 4kg,27900,4.4,76,https://sitem.ssgcdn.com/34/96/65/item/1000337659634_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000337659634&siteNo=6001&salestrNo=6005,4000,g
과일,수박/멜론/참외/토마토,수박,없음,고당도 참박수박 8kg 미만,69900,4.2,57,https://sitem.ssgcdn.com/56/19/29/item/1000633291956_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000633291956&siteNo=7009&salestrNo=2551,8000,g
과일,수박/멜론/참외/토마토,수박,자연맛남,국내산 고당도 수박 4-5kg (안전포장),22900,0.0,0,https://sitem.ssgcdn.com/29/59/91/item/1000673915929_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000673915929&siteNo=6001&salestrNo=6005,5000,g
과일,수박/멜론/참외/토마토,멜론,없음,유명산지 세지메론 1.5kg (통),29900,4.6,2038,https://sitem.ssgcdn.com/76/59/10/item/1000632105976_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000632105976&siteNo=7009&salestrNo=2551,1500,g
과일,수박/멜론/참외/토마토,멜론,없음,머스크 멜론 1통 (1.2kg내외),15800,4.0,8,https://sitem.ssgcdn.com/42/90/49/item/1000642499042_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000642499042&siteNo=6001&salestrNo=2037,1200,g
과일,수박/멜론/참외/토마토,멜론,인정식탁,[오늘의과일] 달콤한 머스크메론/1.5kg내외,13900,2.1,6,https://sitem.ssgcdn.com/95/62/23/item/1000597236295_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000597236295&siteNo=6001&salestrNo=6005,1500,g
과일,수박/멜론/참외/토마토,멜론,자연진리,국내산 머스크 멜론 6kg내외 (5-6수),38900,0.0,0,https://sitem.ssgcdn.com/34/45/29/item/1000647294534_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000647294534&siteNo=6001&salestrNo=6005,6000,g
과일,수박/멜론/참외/토마토,멜론,없음,황금열매 부드럽고 달콤한 머스크 메론 멜론 선물세트 5~8kg 3수,68900,4.0,1,https://sitem.ssgcdn.com/75/21/14/item/1000561142175_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000561142175&siteNo=6001&salestrNo=6005,8000,g
과일,수박/멜론/참외/토마토,참외,파머스픽,성주참외 1.2kg (3~8입),19900,4.7,33048,https://sitem.ssgcdn.com/14/93/57/item/1000040579314_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000040579314&siteNo=6001&salestrNo=2037,1200,g
과일,수박/멜론/참외/토마토,참외,없음,성주 참외 (3~7입 1.2kg내외),17900,4.6,2135,https://sitem.ssgcdn.com/43/57/94/item/1000648945743_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000648945743&siteNo=7009&salestrNo=2551,1200,g
과일,수박/멜론/참외/토마토,참외,없음,성주 알뜰 참외 (5~12입 2kg),24900,4.6,100,https://sitem.ssgcdn.com/53/70/62/item/1000679627053_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000679627053&siteNo=7009&salestrNo=2551,2000,g
과일,수박/멜론/참외/토마토,참외,농부들의수확,성주 벌꿀참외 가정용 못난이 2kg,11620,4.3,342,https://sitem.ssgcdn.com/19/95/48/item/1000314489519_i1_1200.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000314489519&siteNo=6001&salestrNo=6005,2000,g
과일,수박/멜론/참외/토마토,참외,미식생활,SSG 미니 참외 1kg (6~7입/팩),16900,4.6,2852,https://sitem.ssgcdn.com/72/59/41/item/1000648415972_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000648415972&siteNo=7009&salestrNo=2551,1000,g
과일,수박/멜론/참외/토마토,방울토마토,없음,더달콤 스테비아 대추방울토마토 550g/팩,7980,4.7,33009,https://sitem.ssgcdn.com/20/64/17/item/1000043176420_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000043176420&siteNo=6001&salestrNo=2037,550,g
과일,수박/멜론/참외/토마토,방울토마토,없음,대추방울토마토 750g (팩),12990,4.7,77478,https://sitem.ssgcdn.com/45/69/08/item/1000632086945_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000632086945&siteNo=7009&salestrNo=2551,750,g
과일,수박/멜론/참외/토마토,방울토마토,없음,대추방울토마토 500g (팩),9990,4.7,32234,https://sitem.ssgcdn.com/99/00/25/item/1000633250099_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000633250099&siteNo=7009&salestrNo=2551,500,g
과일,수박/멜론/참외/토마토,방울토마토,파머스픽,애플토마토 600g/팩,7280,4.7,10662,https://sitem.ssgcdn.com/23/51/66/item/1000268665123_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000268665123&siteNo=6001&salestrNo=2037,600,g
과일,수박/멜론/참외/토마토,방울토마토,없음,방울토마토 600g/팩,7480,4.7,13605,https://sitem.ssgcdn.com/19/64/17/item/1000043176419_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000043176419&siteNo=6001&salestrNo=2037,600,g
과일,수박/멜론/참외/토마토,토마토,없음,대저토마토 1kg/팩,12500,4.6,4448,https://sitem.ssgcdn.com/36/40/54/item/1000059544036_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000059544036&siteNo=6001&salestrNo=2037,1000,g
과일,수박/멜론/참외/토마토,토마토,미식생활,SSG 톡톡 대추방울토마토 500g/팩,9990,4.6,10904,https://sitem.ssgcdn.com/06/01/25/item/1000633250106_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000633250106&siteNo=7009&salestrNo=2551,500,g
과일,수박/멜론/참외/토마토,토마토,없음,더달콤 스테비아 대추방울 토마토 1kg (팩),15990,4.7,3878,https://sitem.ssgcdn.com/79/61/10/item/1000632106179_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000632106179&siteNo=7009&salestrNo=2551,1000,g
과일,수박/멜론/참외/토마토,토마토,없음,완숙토마토 2kg (팩),19980,4.7,32622,https://sitem.ssgcdn.com/37/60/10/item/1000632106037_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000632106037&siteNo=7009&salestrNo=2551,2000,g
과일,수박/멜론/참외/토마토,토마토,없음,완숙토마토 1.2kg(팩),17980,4.6,14403,https://sitem.ssgcdn.com/93/60/10/item/1000632106093_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000632106093&siteNo=7009&salestrNo=2551,1200,g
과일,딸기/키위/블루베리,딸기,없음,킹스베리 딸기 500g,18900,4.6,703,https://sitem.ssgcdn.com/13/31/72/item/1000579723113_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000579723113&siteNo=6001&salestrNo=2037,500,g
과일,딸기/키위/블루베리,딸기,미식생활,[신선장인] 예관기 산딸기 (90g),19900,4.2,18,https://sitem.ssgcdn.com/33/14/14/item/1000674141433_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000674141433&siteNo=7009&salestrNo=2551,90,g
과일,딸기/키위/블루베리,딸기,없음,산딸기 (250g),15800,4.1,16,https://sitem.ssgcdn.com/51/31/25/item/1000680253151_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000680253151&siteNo=6001&salestrNo=2037,250,g
과일,딸기/키위/블루베리,딸기,없음,딸기 500g/팩,12900,4.6,1651,https://sitem.ssgcdn.com/89/43/09/item/1000297094389_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000297094389&siteNo=6001&salestrNo=2037,500,g
과일,딸기/키위/블루베리,딸기,미식생활,SSG 프리미엄 산청장희딸기 750g/팩,29800,4.7,972,https://sitem.ssgcdn.com/15/09/24/item/1000633240915_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000633240915&siteNo=7009&salestrNo=2551,750,g
과일,딸기/키위/블루베리,키위,없음,제주 그린키위 8~12입/팩 (1kg내외),10980,4.5,1051,https://sitem.ssgcdn.com/47/92/49/item/1000541499247_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000541499247&siteNo=6001&salestrNo=2037,1000,g
과일,딸기/키위/블루베리,키위,제스프리,[뉴질랜드산] 루비레드키위 (9~12입 800g),13880,4.6,424,https://sitem.ssgcdn.com/64/39/00/item/1000591003964_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000591003964&siteNo=6001&salestrNo=2037,800,g
과일,딸기/키위/블루베리,키위,제스프리,[뉴질랜드산] 제스프리 루비레드 키위 (1.1kg),24900,4.2,64,https://sitem.ssgcdn.com/17/18/95/item/1000648951817_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000648951817&siteNo=7009&salestrNo=2551,1100,g
과일,딸기/키위/블루베리,키위,감동,제스프리 골드키위 점보 15과 2.3kg내 개당중량 155g내,24900,4.8,50,https://sitem.ssgcdn.com/25/44/05/item/1000596054425_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000596054425&siteNo=6001&salestrNo=6005,2300,g
과일,딸기/키위/블루베리,키위,없음,[그리스산] 그린키위 (7~11입 1kg),15900,4.4,319,https://sitem.ssgcdn.com/09/57/64/item/1000648645709_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000648645709&siteNo=7009&salestrNo=2551,1000,g
과일,딸기/키위/블루베리,블루베리,없음,국내산 블루베리 (200g),19900,4.7,81,https://sitem.ssgcdn.com/31/48/45/item/1000678454831_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000678454831&siteNo=7009&salestrNo=2551,200,g
과일,딸기/키위/블루베리,블루베리,없음,국산 블루베리 (100g),7980,4.7,219,https://sitem.ssgcdn.com/41/55/39/item/1000542395541_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000542395541&siteNo=6001&salestrNo=2037,100,g
과일,딸기/키위/블루베리,블루베리,없음,무농약 블루베리(특) 100g/팩,15800,4.6,339,https://sitem.ssgcdn.com/12/33/52/item/1000650523312_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000650523312&siteNo=7009&salestrNo=2551,100,g
과일,딸기/키위/블루베리,블루베리,없음,국산 유레카 블루베리 (100g),9980,4.4,125,https://sitem.ssgcdn.com/06/68/73/item/1000586736806_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000586736806&siteNo=7009&salestrNo=2551,100,g
과일,딸기/키위/블루베리,블루베리,미식생활,국내산 알이 큰 블루베리 (100g),12900,4.5,623,https://sitem.ssgcdn.com/23/30/48/item/1000650483023_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000650483023&siteNo=7009&salestrNo=2551,100,g
과일,포도/자두/복숭아,포도,없음,[칠레산] 스위타 청포도 (800g),12980,4.7,547,https://sitem.ssgcdn.com/26/51/13/item/1000543135126_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000543135126&siteNo=6001&salestrNo=2037,800,g
과일,포도/자두/복숭아,포도,없음,[호주산] 블랙사파이어 (800g),11980,4.7,1957,https://sitem.ssgcdn.com/11/10/35/item/1000545351011_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000545351011&siteNo=6001&salestrNo=2037,800,g
과일,포도/자두/복숭아,포도,미식생활,[호주산] 크런치팝 포도 (800g),16900,4.7,172,https://sitem.ssgcdn.com/13/13/56/item/1000675561313_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000675561313&siteNo=7009&salestrNo=2551,800,g
과일,포도/자두/복숭아,포도,없음,[호주산] 블랙사파이어 (800g),11900,4.7,141,https://sitem.ssgcdn.com/11/29/43/item/1000675432911_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000675432911&siteNo=7009&salestrNo=2551,800,g
과일,포도/자두/복숭아,포도,미식생활,[페루산] 알이 큰 애플청포도 (500g),14900,4.0,79,https://sitem.ssgcdn.com/80/51/80/item/1000633805180_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000633805180&siteNo=7009&salestrNo=2551,500,g
과일,포도/자두/복숭아,자두,온도씨,자두의 계절 새콤달콤 김천 햇 자두 2.5kg부터,27900,5.0,1,https://sitem.ssgcdn.com/98/37/20/item/1000303203798_i1_290.jpg,https://emart.ssg.com/item/dealItemView.ssg?itemId=1000303203798&siteNo=6001&salestrNo=6005,2500,g
과일,포도/자두/복숭아,복숭아,온도씨,달콤한 햇사레 복숭아 백도/황도 2kg,26500,5.0,1,https://sitem.ssgcdn.com/70/12/92/item/1000553921270_i1_290.jpg,https://emart.ssg.com/item/dealItemView.ssg?itemId=1000553921270&siteNo=6001&salestrNo=6005,2000,g
과일,감/곶감,홍시,없음,아이스대봉시 5kg (중대 15-20과) 대봉감 대봉 홍시,44900,4.8,8,https://sitem.ssgcdn.com/33/05/74/item/1000040740533_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000040740533&siteNo=6001&salestrNo=6005,5000,g
과일,감/곶감,홍시,사그담,"100% 감으로 얼린 천연아이스크림 아이스홍시",15900,5.0,1,https://sitem.ssgcdn.com/78/14/53/item/1000022531478_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000022531478&siteNo=6001&salestrNo=6005,200,g
과일,감/곶감,홍시,참다올,씨없는 청도 반시로 만든 아이스홍시(75gx12개/미탈피/팩포장),25000,5.0,2,https://sitem.ssgcdn.com/91/76/54/item/1000070547691_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000070547691&siteNo=6002&salestrNo=6005,900,g
과일,감/곶감,홍시,명가일품,청도 아이스 홍시 50개 (개당40~60g내외),34900,3.5,4,https://sitem.ssgcdn.com/27/52/10/item/1000023105227_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000023105227&siteNo=6001&salestrNo=6005,2000,g
과일,감/곶감,홍시,다농이네,[이해두님 생산] 청도 씨없는 아이스홍시 75g (6입 x 2팩),20800,4.8,60,https://sitem.ssgcdn.com/85/18/38/item/0000008381885_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=0000008381885&siteNo=6001&salestrNo=6005,900,g
과일,감/곶감,곶감,없음,상주곶감 반건시 6입 240g (팩),6990,4.7,3680,https://sitem.ssgcdn.com/12/73/24/item/1000633247312_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000633247312&siteNo=7009&salestrNo=2551,240,g
과일,감/곶감,곶감,없음,청도 씨없는 반건시 6입 360g(팩),7990,4.7,2442,https://sitem.ssgcdn.com/14/73/24/item/1000633247314_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000633247314&siteNo=7009&salestrNo=2551,360,g
과일,감/곶감,감말랭이,E-MART FRESH,감말랭이 400g/팩,13100,4.8,3979,https://sitem.ssgcdn.com/75/99/69/item/0000010699975_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=0000010699975&siteNo=6001&salestrNo=2037,400,g
과일,감/곶감,곶감,없음,상주곶감(특) 18입/팩 (630g내외),17580,4.7,6407,https://sitem.ssgcdn.com/94/43/61/item/0000006614394_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=0000006614394&siteNo=6001&salestrNo=2037,630,g
과일,감/곶감,감말랭이,자연주의,저탄소인증 감말랭이 400g,13980,4.6,42,https://sitem.ssgcdn.com/32/74/59/item/1000642597432_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000642597432&siteNo=6001&salestrNo=2037,400,g
과일,바나나/파인애플,바나나,신세계푸드,[에콰도르산] 달콤 바나나 (1kg내외),2980,4.7,52804,https://sitem.ssgcdn.com/13/90/11/item/1000044119013_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000044119013&siteNo=6001&salestrNo=2037,1000,g
과일,바나나/파인애플,바나나,없음,[에콰도르산] 치키타 바나나 (1.2kg내외),4490,4.7,14442,https://sitem.ssgcdn.com/87/38/01/item/1000278013887_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000278013887&siteNo=7009&salestrNo=2551,1200,g
과일,바나나/파인애플,바나나,dole,[필리핀산] Dole 스위티오 바나나 (1kg내외),5480,4.8,84355,https://sitem.ssgcdn.com/70/96/16/item/1000038169670_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000038169670&siteNo=6001&salestrNo=2037,1000,g
과일,바나나/파인애플,바나나,dole,[필리핀산] Dole 바나나 (1.2kg내외),5490,4.7,49423,https://sitem.ssgcdn.com/86/55/28/item/1000037285586_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000037285586&siteNo=7009&salestrNo=2551,1200,g
과일,바나나/파인애플,바나나,dole,[필리핀산] Dole 스위티오 바나나 (1.2kg내외),5990,4.7,100145,https://sitem.ssgcdn.com/31/32/54/item/1000033543231_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000033543231&siteNo=7009&salestrNo=2551,1200,g
과일,바나나/파인애플,파인애플,신세계푸드,[필리핀산] S&W 디럭스 GOLD 파인애플 1통 (1.9kg내외),7980,4.7,1266,https://sitem.ssgcdn.com/81/30/40/item/1000288403081_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000288403081&siteNo=6001&salestrNo=2037,1900,g
과일,바나나/파인애플,파인애플,dole,[필리핀산] Dole 스위티오 골드 파인애플 1통 (1.6kg내외),7990,4.6,2411,https://sitem.ssgcdn.com/08/89/95/item/1000641958908_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000641958908&siteNo=7009&salestrNo=2551,1600,g
과일,바나나/파인애플,파인애플,dole,[필리핀산] Dole 스위티오 파인애플 (800g),2990,4.5,268,https://sitem.ssgcdn.com/15/48/61/item/1000013614815_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000013614815&siteNo=7009&salestrNo=2551,800,g
과일,바나나/파인애플,파인애플,dole,[필리핀산] Dole 스위티오 파인애플 1통 (1.6kg내외),6990,4.8,10260,https://sitem.ssgcdn.com/13/80/30/item/0000007308013_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=0000007308013&siteNo=7009&salestrNo=2551,1600,g
과일,바나나/파인애플,파인애플,스미후루,[필리핀산] 감숙왕 허니골드 파인애플 1통 (1.95kg내외),7980,4.5,558,https://sitem.ssgcdn.com/17/35/19/item/1000438193517_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000438193517&siteNo=7009&salestrNo=2551,1950,g
과일,오렌지/자몽/레몬,오렌지,없음,[미국산] 퓨어스펙 오렌지 실속 기획 (10입 1.5kg),15800,4.6,996,https://sitem.ssgcdn.com/51/71/28/item/1000650287151_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000650287151&siteNo=7009&salestrNo=2551,1500,g
과일,오렌지/자몽/레몬,오렌지,없음,[미국산] 고당도 퓨어스펙 오렌지 (4~8입 1.4kg),17800,4.7,42647,https://sitem.ssgcdn.com/69/23/29/item/1000633292369_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000633292369&siteNo=7009&salestrNo=2551,1400,g
과일,오렌지/자몽/레몬,오렌지,없음,[미국산] 카라카라 오렌지 (5~8입 1.4kg내외),9980,4.6,2114,https://sitem.ssgcdn.com/07/90/61/item/1000061619007_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000061619007&siteNo=6001&salestrNo=2037,1400,g
과일,오렌지/자몽/레몬,오렌지,없음,[미국산] 당도선별 고당도 큐티 오렌지 (2.25kg),22800,4.7,727,https://sitem.ssgcdn.com/81/94/94/item/1000645949481_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000645949481&siteNo=7009&salestrNo=2551,2250,g
과일,오렌지/자몽/레몬,오렌지,없음,[미국산] HALOS 만다린 (2kg),16800,4.6,19,https://sitem.ssgcdn.com/42/86/45/item/1000680458642_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000680458642&siteNo=6001&salestrNo=2037,2000,g
과일,오렌지/자몽/레몬,자몽,없음,[이스라엘산] 자몽 (4~5입 1.8kg내외),9980,4.7,1166,https://sitem.ssgcdn.com/06/25/96/item/1000026962506_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000026962506&siteNo=6001&salestrNo=2037,1800,g
과일,오렌지/자몽/레몬,자몽,없음,[이스라엘산] 과즙뚝뚝 자몽 (4입 1.5kg),10980,4.6,203,https://sitem.ssgcdn.com/18/64/80/item/1000633806418_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000633806418&siteNo=7009&salestrNo=2551,1500,g
과일,오렌지/자몽/레몬,자몽,없음,[이스라엘산] 과즙뚝뚝 레드자몽 (7~8입 2.5kg),17980,4.6,442,https://sitem.ssgcdn.com/38/08/64/item/1000642640838_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000642640838&siteNo=7009&salestrNo=2551,2500,g
과일,오렌지/자몽/레몬,자몽,미식생활,[베트남산] 포멜로 (1.2kg),19900,4.0,19,https://sitem.ssgcdn.com/22/16/29/item/1000633291622_i1_290.jpg,https://emart.ssg.com/item/itemView.ssg?itemId=1000633291622&siteNo=7009&salestrNo=2551,1200,g
